Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201297AD04010,256340,666480,-4.297504,55.870054,97,3,1,1,27-Oct-12,7,23:50:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,4,2,2,0,0,1,1,
201297AD04011,256680,667080,-4.292393,55.875542,97,3,1,1,28-Nov-12,4,13:00:00,926,S12000043,6,0,6,30,7,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD04101,253820,667540,-4.338313,55.878812,97,3,1,1,30-Jan-12,2,13:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD04108,258110,666740,-4.269378,55.872913,97,3,1,1,25-Aug-12,7,17:00:00,926,S12000043,6,0,6,30,3,2,6,0,0,4,1,2,2,0,0,1,1,
201297AD04110,258620,666430,-4.261072,55.87028,97,2,2,2,28-Oct-12,1,17:30:00,926,S12000043,3,804,1,30,1,2,3,81,0,4,4,1,2,0,0,1,1,
201297AD04202,256430,666480,-4.296067,55.870081,97,3,2,2,25-Feb-12,7,15:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297AD04210,255390,666590,-4.312732,55.870757,97,3,2,1,29-Oct-12,2,14:55:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD04402,258000,665620,-4.270547,55.862825,97,3,1,1,24-Feb-12,6,17:00:00,926,S12000043,1,8,7,70,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AD04410,255500,666580,-4.31097,55.870701,97,3,1,1,29-Oct-12,2,18:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,4,4,8,2,0,0,1,1,
201297AD04601,255500,666400,-4.310874,55.869085,97,3,2,1,31-Jan-12,3,16:20:00,926,S12000043,6,0,7,30,6,2,3,814,0,0,1,1,1,0,0,1,1,
201297AD04801,257680,666830,-4.276292,55.873594,97,3,1,1,26-Jan-12,5,16:00:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,4,3,2,0,0,1,1,
201297AD04802,256600,667090,-4.293676,55.875608,97,3,1,1,15-Feb-12,4,18:30:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,4,4,1,1,0,0,1,2,
201297AD04808,253410,667320,-4.344742,55.876713,97,3,2,1,30-Aug-12,5,10:45:00,926,S12000043,6,0,1,30,2,4,3,814,0,0,1,1,1,0,0,1,1,
201297AD04901,257840,666890,-4.273768,55.87418,97,2,1,1,30-Jan-12,2,03:50:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,4,1,4,0,0,1,1,
201297AD05008,257560,666660,-4.278119,55.872032,97,3,1,1,30-Aug-12,5,14:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297AD05108,255410,666600,-4.312418,55.870853,97,3,2,1,30-Aug-12,5,10:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD05708,255160,668440,-4.317394,55.887297,97,3,2,1,22-Aug-12,4,17:35:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297AD05808,256490,666930,-4.295348,55.874139,97,3,2,1,18-Aug-12,7,01:20:00,926,S12000043,6,0,6,30,3,4,4,808,0,0,4,1,1,0,0,1,2,
201297AD70102,254330,666980,-4.329867,55.873939,97,3,1,1,09-Feb-12,5,05:00:00,926,S12000043,3,814,7,40,5,4,3,739,0,0,4,2,2,0,0,1,1,
201297AD70103,257990,665720,-4.27076,55.86372,97,3,2,5,23-Mar-12,6,20:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297AD70104,254530,667400,-4.326899,55.87777,97,3,2,2,10-Apr-12,3,20:00:00,926,S12000043,6,0,6,30,3,4,3,739,0,0,1,1,1,0,0,1,1,
201297AD70107,257880,665290,-4.27229,55.859827,97,3,5,1,12-Jul-12,5,08:50:00,926,S12000043,1,8,7,50,5,4,3,814,0,0,1,1,1,0,0,1,1,
201297AD70109,254600,667720,-4.325953,55.880664,97,3,2,1,12-Sep-12,4,16:00:00,926,S12000043,3,739,3,30,6,2,6,0,0,5,1,1,1,0,0,1,1,
201297AE00109,254980,669440,-4.320805,55.896221,97,3,1,1,01-Sep-12,7,08:30:00,926,S12000043,3,739,3,40,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AE00205,252580,668940,-4.358879,55.891003,97,3,2,2,09-May-12,4,10:05:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE00306,253190,668340,-4.348808,55.885803,97,2,2,3,10-Jun-12,1,01:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,
201297AE00308,252710,667840,-4.356203,55.881167,97,3,2,1,02-Aug-12,5,17:30:00,926,S12000043,3,814,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE00309,254310,669960,-4.331791,55.900687,97,3,2,1,02-Sep-12,1,15:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297AE00311,252560,671420,-4.360551,55.913261,97,2,1,1,04-Nov-12,1,21:50:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,2,
201297AE00401,253740,669970,-4.340904,55.900603,97,2,2,1,07-Jan-12,7,15:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2,
201297AE00405,251100,668860,-4.382478,55.889829,97,3,2,1,11-May-12,6,10:06:00,926,S12000043,3,814,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,
201297AE00407,252960,667670,-4.352118,55.879718,97,3,2,1,12-Jul-12,5,12:35:00,926,S12000043,3,814,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,
201297AE00411,252280,671840,-4.365256,55.916945,97,3,1,1,05-Nov-12,2,19:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,4,0,0,1,1,
201297AE00501,252880,670650,-4.355017,55.906446,97,3,1,1,09-Jan-12,2,18:10:00,926,S12000043,6,0,3,30,9,4,-1,-1,0,4,4,1,1,0,0,1,1,
201297AE00502,254120,669190,-4.334411,55.893716,97,3,2,1,06-Feb-12,2,15:20:00,926,S12000043,6,0,6,30,3,4,3,82,1,4,1,1,1,0,0,1,2,
201297AE00503,254320,668780,-4.330995,55.890096,97,3,2,1,06-Mar-12,3,16:20:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,1,2,0,0,1,2,
201297AE00508,254550,668780,-4.327321,55.890166,97,3,1,1,02-Aug-12,5,17:00:00,926,S12000043,3,739,3,30,7,2,6,0,0,5,1,1,1,0,0,1,2,
201297AE00509,252590,671230,-4.359968,55.911564,97,3,2,1,04-Sep-12,3,21:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297AE00604,251280,671810,-4.381225,55.916368,97,2,1,1,13-Apr-12,6,15:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE00606,251140,668830,-4.381822,55.889572,97,3,1,1,14-Jun-12,5,18:25:00,926,S12000043,3,814,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE00607,254790,668700,-4.323444,55.88952,97,3,1,1,16-Jul-12,2,10:00:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE00612,251400,668720,-4.377609,55.888665,97,3,2,3,05-Dec-12,4,06:35:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,8,4,0,0,1,1,
201297AE00703,254980,669420,-4.320795,55.896041,97,3,3,2,08-Mar-12,5,20:15:00,926,S12000043,3,739,3,30,9,4,6,0,0,0,4,1,1,0,3,1,1,
201297AE00802,252970,667660,-4.351953,55.879631,97,3,1,1,08-Feb-12,4,14:00:00,926,S12000043,3,814,3,30,6,2,6,0,0,5,1,1,1,0,0,1,1,
201297AE00804,252090,669100,-4.366794,55.892289,97,3,2,2,17-Apr-12,3,08:50:00,926,S12000043,6,0,6,30,6,4,6,0,0,4,1,2,2,0,0,1,1,
201297AE00806,251860,670400,-4.371181,55.903889,97,3,2,1,19-Jun-12,3,19:15:00,926,S12000043,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,
201297AE00905,253190,670930,-4.350214,55.909054,97,3,1,1,15-May-12,3,09:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,2,
201297AE00907,251840,669670,-4.3711,55.897329,97,3,1,1,20-Jul-12,6,12:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE00908,254810,669180,-4.323382,55.893835,97,3,2,2,05-Aug-12,1,18:00:00,926,S12000043,3,739,3,30,6,2,6,0,0,5,1,1,2,0,0,1,2,
201297AE01003,254690,668940,-4.32517,55.891644,97,3,2,1,10-Mar-12,7,15:22:00,926,S12000043,6,0,6,30,3,4,3,739,0,0,1,1,1,0,0,1,2,
201297AE01004,254980,669440,-4.320805,55.896221,97,3,2,1,17-Apr-12,3,11:26:00,926,S12000043,3,739,3,30,9,4,6,0,0,0,1,1,2,0,0,1,1,
201297AE01008,251420,668600,-4.377223,55.887594,97,3,2,1,07-Aug-12,3,18:05:00,926,S12000043,3,814,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE01010,254390,668970,-4.329979,55.891823,97,3,1,1,09-Oct-12,3,09:00:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297AE01106,252360,669980,-4.362961,55.900272,97,3,1,1,21-Jun-12,5,14:30:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,
201297AE01108,254560,668840,-4.327194,55.890707,97,3,2,1,08-Aug-12,4,12:15:00,926,S12000043,6,0,3,30,9,2,3,82,0,4,1,1,1,0,0,1,1,
201297AE01111,252310,668120,-4.362745,55.883559,97,3,1,1,16-Nov-12,6,22:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AE01205,254640,668790,-4.325889,55.890283,97,3,1,1,17-May-12,5,12:50:00,926,S12000043,3,799,3,30,6,2,3,82,0,4,1,2,2,0,0,1,1,
201297AE01212,252750,671440,-4.357525,55.913498,97,3,3,3,07-Dec-12,6,07:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,8,4,0,0,1,1,
201297AE01302,252190,668070,-4.364634,55.883073,97,3,1,2,15-Feb-12,4,21:00:00,926,S12000043,3,814,6,30,3,4,6,0,0,5,4,1,1,0,0,1,1,
201297AE01304,253010,668860,-4.351966,55.890416,97,3,2,2,24-Apr-12,3,16:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AE01308,252840,667750,-4.354078,55.880399,97,3,2,1,08-Aug-12,4,17:15:00,926,S12000043,3,814,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297AE01401,251960,670920,-4.369867,55.908588,97,3,1,1,14-Jan-12,7,10:51:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,
201297AE01404,252700,671420,-4.358313,55.913304,97,2,1,1,26-Apr-12,5,15:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AE01411,251590,668950,-4.3747,55.890788,97,3,1,1,24-Nov-12,7,23:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,
201297AE01503,251930,668180,-4.368847,55.883981,97,3,3,2,15-Mar-12,5,21:05:00,926,S12000043,3,819,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,
201297AE01505,252320,672130,-4.364775,55.919561,97,3,2,1,23-May-12,4,12:40:00,926,S12000043,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,
201297AE01510,254090,669170,-4.33488,55.893528,97,3,2,1,13-Oct-12,7,19:15:00,926,S12000043,3,82,3,30,6,4,6,0,0,4,4,1,2,0,0,1,2,
201297AE01511,253390,670250,-4.346649,55.903011,97,3,2,1,25-Nov-12,1,14:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297AE01601,252180,669720,-4.365695,55.897883,97,3,2,1,14-Jan-12,7,17:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297AE01605,252280,668100,-4.363213,55.88337,97,2,1,1,23-May-12,4,18:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AE01611,254830,669040,-4.322987,55.892584,97,3,2,1,13-Nov-12,3,16:00:00,926,S12000043,6,0,3,30,3,2,6,0,0,5,1,2,2,0,0,1,1,
201297AE01703,253090,667970,-4.350205,55.882451,97,3,2,2,20-Mar-12,3,05:45:00,926,S12000043,6,0,6,30,6,2,6,0,0,4,1,2,2,0,0,1,1,
201297AE01704,250900,670980,-4.386842,55.908799,97,3,2,1,30-Apr-12,2,20:20:00,926,S12000043,3,82,1,50,1,4,6,0,0,0,1,1,1,0,0,1,1,
201297AE01705,251930,668190,-4.368852,55.88407,97,3,1,1,24-May-12,5,12:58:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE01707,253200,667480,-4.348182,55.878085,97,3,2,2,31-Jul-12,3,12:10:00,926,S12000043,3,814,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297AE01801,254840,668680,-4.322635,55.889355,97,3,1,1,20-Jan-12,6,18:30:00,926,S12000043,3,82,3,30,7,2,6,0,0,5,4,2,2,0,0,1,1,
201297AE01810,254630,668800,-4.326054,55.890369,97,3,2,1,18-Oct-12,5,13:00:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,
201297AE01812,252580,669100,-4.358966,55.892439,97,3,2,1,14-Dec-12,6,20:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AE01905,251920,670690,-4.370381,55.906511,97,3,2,1,24-May-12,5,15:00:00,926,S12000043,6,0,6,30,6,2,6,0,2,4,1,1,1,0,0,1,1,
201297AE01910,254620,668810,-4.326219,55.890456,97,3,2,1,18-Oct-12,5,22:10:00,926,S12000043,3,82,6,30,7,2,3,739,0,5,4,2,2,0,0,1,2,
201297AE02010,253140,667520,-4.349162,55.878426,97,3,1,1,20-Oct-12,7,17:40:00,926,S12000043,3,814,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE02011,251890,670460,-4.370734,55.904437,97,3,1,1,30-Nov-12,6,21:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AE02012,251860,671090,-4.371559,55.910083,97,2,1,1,19-Dec-12,4,18:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,5,4,2,2,0,0,1,1,
201297AE02101,253160,669950,-4.350161,55.900247,97,2,1,1,20-Jan-12,6,20:50:00,926,S12000043,3,82,3,30,7,4,6,0,0,4,4,2,2,0,0,1,1,
201297AE02103,252240,670350,-4.365081,55.903557,97,2,1,1,20-Mar-12,3,14:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE02108,251770,668320,-4.371479,55.885188,97,3,2,1,18-Aug-12,7,17:15:00,926,S12000043,3,814,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,
201297AE02109,253270,669280,-4.34804,55.894266,97,3,2,1,21-Sep-12,6,14:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297AE02203,251410,668600,-4.377383,55.887591,97,3,2,1,22-Mar-12,5,07:50:00,926,S12000043,3,814,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,
201297AE02205,252510,670550,-4.360875,55.905435,97,2,2,1,27-May-12,1,18:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE02210,253740,669350,-4.340569,55.895037,97,2,1,1,23-Oct-12,3,18:30:00,926,S12000043,6,0,6,30,3,2,6,0,0,5,5,1,1,0,0,1,1,
201297AE02302,251950,670010,-4.369529,55.900415,97,3,2,3,25-Feb-12,7,19:00:00,926,S12000043,3,82,3,30,6,4,6,0,0,0,4,2,2,0,0,1,1,
201297AE02309,251210,671150,-4.381981,55.910421,97,3,1,1,25-Sep-12,3,16:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,4,1,0,0,1,1,
201297AE02310,254590,668850,-4.32672,55.890806,97,3,2,1,12-Oct-12,6,07:45:00,926,S12000043,3,82,9,30,7,4,6,0,0,5,1,1,2,0,0,1,2,
201297AE02403,253230,670870,-4.349542,55.908528,97,2,1,1,22-Mar-12,5,16:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE02405,251470,670210,-4.377309,55.902063,97,3,2,1,28-May-12,2,16:50:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,0,1,1,1,0,7,1,1,
201297AE02410,254630,668810,-4.326059,55.890459,97,3,2,1,12-Oct-12,6,08:15:00,926,S12000043,3,82,3,30,6,4,3,739,0,4,1,2,2,0,0,1,2,
201297AE02501,251180,670560,-4.382135,55.905115,97,2,1,1,14-Jan-12,7,14:40:00,926,S12000043,3,82,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AE02508,252400,669680,-4.362158,55.897591,97,3,1,1,20-Aug-12,2,08:10:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297AE02509,254970,669440,-4.320965,55.896218,97,3,3,1,26-Sep-12,4,09:00:00,926,S12000043,3,739,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AE02709,253010,668850,-4.351961,55.890326,97,3,2,1,28-Sep-12,6,18:00:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,1,2,2,0,0,1,1,
201297AE02801,254780,669150,-4.323845,55.893557,97,3,2,1,26-Jan-12,5,15:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,3,2,0,0,1,1,
201297AE02809,252080,671260,-4.368136,55.911677,97,3,1,1,28-Sep-12,6,21:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AE02810,251860,671070,-4.371548,55.909904,97,3,1,1,27-Oct-12,7,11:00:00,926,S12000043,6,0,6,30,9,2,-1,-1,0,5,1,1,1,0,0,1,1,
201297AE02901,254620,669290,-4.326477,55.894765,97,3,2,1,27-Jan-12,6,17:05:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,4,1,1,0,0,1,2,
201297AE02903,252650,670010,-4.358343,55.90063,97,3,1,1,29-Mar-12,5,17:10:00,926,S12000043,3,82,3,30,9,4,6,0,0,4,1,1,1,0,0,1,1,
201297AE02909,253460,669270,-4.344999,55.894234,97,3,2,1,29-Sep-12,7,17:25:00,926,S12000043,6,0,6,30,9,4,-1,-1,0,0,1,1,1,0,0,1,1,
201297AE03101,253550,669800,-4.343848,55.89902,97,3,2,1,28-Jan-12,7,14:40:00,926,S12000043,6,0,6,30,9,4,-1,-1,0,0,1,1,2,0,0,1,1,
201297AE03203,251690,671620,-4.374567,55.914789,97,3,2,1,30-Mar-12,6,17:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AE03210,253820,668720,-4.33895,55.889406,97,3,2,1,30-Oct-12,3,20:45:00,926,S12000043,6,0,3,30,3,3,6,0,0,0,4,5,2,0,0,1,1,
201297AE03603,251520,672060,-4.377526,55.918686,97,3,1,1,31-Mar-12,7,19:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,6,1,1,
201297AE70102,252730,667840,-4.355884,55.881174,97,2,1,1,28-Feb-12,3,18:35:00,926,S12000043,3,814,3,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297BA00103,263150,666110,-4.188573,55.868715,97,3,2,1,01-Mar-12,5,10:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BA00106,263190,666340,-4.18805,55.870791,97,3,2,2,02-Jun-12,7,19:50:00,926,S12000043,3,80,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BA00111,262380,664010,-4.199802,55.84964,97,3,2,1,02-Nov-12,6,16:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BA00204,262410,666200,-4.200435,55.869312,97,3,2,2,03-Apr-12,3,07:50:00,926,S12000043,6,0,6,40,3,4,6,0,0,0,1,3,3,0,0,1,1,
201297BA00209,263240,665450,-4.186803,55.862814,97,3,2,2,01-Sep-12,7,18:00:00,926,S12000043,3,8,3,30,3,4,6,0,0,0,1,2,2,0,0,1,1,
201297BA00212,261390,665510,-4.216369,55.862824,97,3,1,1,02-Dec-12,1,10:30:00,926,S12000043,6,0,3,30,6,4,6,0,0,0,1,1,4,0,0,1,1,
201297BA00301,260690,663730,-4.22663,55.846641,97,3,2,1,04-Jan-12,4,16:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,5,2,0,0,1,1,
201297BA00304,260370,664200,-4.231979,55.850768,97,3,2,1,04-Apr-12,4,09:15:00,926,S12000043,3,749,2,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297BA00310,260410,664180,-4.23133,55.8506,97,3,2,1,04-Oct-12,5,20:05:00,926,S12000043,3,749,6,30,9,4,6,0,0,0,4,1,1,0,0,1,2,
201297BA00311,261390,665580,-4.216405,55.863453,97,3,1,1,05-Nov-12,2,08:00:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,4,0,0,1,1,
201297BA00312,263340,665360,-4.185161,55.862035,97,3,2,1,02-Dec-12,1,20:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,4,0,0,1,1,
201297BA00410,261100,664240,-4.220349,55.851338,97,3,2,2,04-Oct-12,5,18:50:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,
201297BA00411,262050,664950,-4.205547,55.857986,97,3,2,1,07-Nov-12,4,08:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BA00504,263450,665000,-4.183223,55.858833,97,3,2,1,05-Apr-12,5,15:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA00506,262220,665450,-4.203088,55.862524,97,3,4,2,08-Jun-12,6,08:45:00,926,S12000043,3,8,3,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BA00507,260010,664740,-4.238003,55.855512,97,2,1,1,13-Jul-12,6,13:35:00,926,S12000043,3,89,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,
201297BA00602,265140,665750,-4.156617,55.866043,97,3,2,2,06-Feb-12,2,09:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,4,0,0,1,1,
201297BA00604,261530,665560,-4.21416,55.863314,97,2,2,1,09-Apr-12,2,11:10:00,926,S12000043,3,8,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA00608,262420,664670,-4.199499,55.855578,97,3,2,1,03-Aug-12,6,23:55:00,926,S12000043,3,89,6,30,7,2,3,89,0,5,5,1,1,0,0,1,1,
201297BA00609,261930,665490,-4.207738,55.8628,97,2,1,1,06-Sep-12,5,18:30:00,926,S12000043,3,8,6,30,7,2,4,763,0,4,1,1,1,0,0,1,1,
201297BA00611,260740,664000,-4.225971,55.84908,97,3,1,1,07-Nov-12,4,18:55:00,926,S12000043,3,74,6,30,6,4,6,0,0,4,4,2,2,0,0,1,1,
201297BA00702,260990,665710,-4.222858,55.864505,97,2,1,1,07-Feb-12,3,16:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA00706,262020,665480,-4.206296,55.862736,97,3,1,1,11-Jun-12,2,00:10:00,926,S12000043,3,80,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297BA00709,261990,665490,-4.20678,55.862817,97,3,1,1,07-Sep-12,6,08:15:00,926,S12000043,3,8,6,30,9,4,6,0,0,0,1,8,2,0,0,1,2,
201297BA00711,260260,664310,-4.233791,55.851724,97,3,1,1,07-Nov-12,4,18:10:00,926,S12000043,3,749,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297BA00802,261300,665020,-4.217555,55.858399,97,3,1,2,06-Feb-12,2,18:10:00,926,S12000043,6,0,6,30,9,4,-1,-1,0,4,4,8,2,0,0,1,1,
201297BA00808,260710,663950,-4.226424,55.848622,97,3,1,1,08-Aug-12,4,14:30:00,926,S12000043,3,749,6,30,6,4,6,0,2,1,1,1,1,0,0,1,1,
201297BA00809,259530,664670,-4.245629,55.854744,97,3,2,1,07-Sep-12,6,16:30:00,926,S12000043,3,8,9,30,6,2,6,0,0,5,1,1,1,0,2,1,1,
201297BA00811,261300,665030,-4.217561,55.858489,97,3,2,1,09-Nov-12,6,10:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA00812,262300,664820,-4.20149,55.85689,97,3,2,1,06-Dec-12,5,17:38:00,926,S12000043,6,0,6,30,3,2,6,0,0,0,5,2,2,0,0,1,1,
201297BA00902,260620,665650,-4.228734,55.863859,97,3,2,1,06-Feb-12,2,14:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BA00903,262410,666220,-4.200445,55.869491,97,3,2,2,07-Mar-12,4,10:00:00,926,S12000043,1,8,6,50,3,4,6,0,0,0,1,1,2,0,0,1,1,
201297BA00905,262540,664190,-4.19734,55.851302,97,3,2,1,10-May-12,5,13:45:00,926,S12000043,6,0,6,30,7,2,6,0,0,5,1,1,1,0,0,1,2,
201297BA00907,262130,664960,-4.204275,55.858099,97,3,2,1,12-Jul-12,5,18:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BA00912,261060,663580,-4.220649,55.845401,97,2,3,4,07-Dec-12,6,08:10:00,926,S12000043,3,749,3,30,0,-1,-1,0,0,0,1,1,4,0,0,1,1,
201297BA01002,260870,665030,-4.224425,55.858365,97,3,2,2,10-Feb-12,6,17:10:00,926,S12000043,6,0,3,30,7,2,6,0,0,5,4,1,1,0,0,1,1,
201297BA01008,261410,663540,-4.215043,55.845143,97,3,3,1,10-Aug-12,6,14:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA01011,260800,665440,-4.225753,55.862026,97,2,3,1,13-Nov-12,3,12:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,
201297BA01108,261490,664730,-4.214374,55.85585,97,3,3,1,14-Aug-12,3,13:45:00,926,S12000043,4,763,3,30,0,-1,-1,0,0,5,1,1,2,0,0,1,2,
