Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201297AB01105,259450,666390,-4.247798,55.870163,97,3,2,1,03-May-12,5,15:30:00,926,S12000043,1,8,3,50,5,4,1,8,0,0,1,1,1,0,0,1,2,
201297AB01109,260110,665670,-4.236887,55.863891,97,3,2,1,18-Sep-12,3,07:06:00,926,S12000043,3,8,6,30,6,2,3,8,0,5,1,1,2,0,0,1,2,
201297AB01111,259400,665110,-4.247932,55.858657,97,3,1,1,06-Nov-12,3,07:40:00,926,S12000043,6,0,6,30,6,3,6,0,0,5,1,2,2,0,0,1,1,
201297AB01201,258700,665400,-4.259257,55.861056,97,3,1,1,13-Jan-12,6,13:15:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,
201297AB01205,259850,665590,-4.240997,55.863097,97,3,1,1,08-May-12,3,10:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,
201297AB01207,258620,666250,-4.260978,55.868664,97,3,2,1,23-Jul-12,2,17:25:00,926,S12000043,6,0,3,30,9,4,6,0,0,0,1,2,2,0,0,1,1,
201297AB01208,258580,665150,-4.261043,55.858776,97,3,2,1,02-Aug-12,5,15:35:00,926,S12000043,6,0,2,30,3,2,6,0,0,4,1,1,1,0,0,1,2,
201297AB01306,259030,665760,-4.254177,55.864384,97,3,1,1,14-Jun-12,5,14:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,
201297AB01309,259180,665380,-4.251584,55.861017,97,2,1,1,18-Sep-12,3,17:35:00,926,S12000043,6,0,2,30,6,2,6,0,0,4,1,1,1,0,0,1,1,
201297AB01310,259560,665350,-4.245502,55.860858,97,3,2,1,11-Oct-12,5,06:15:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,4,9,2,0,0,1,2,
201297AB01401,259130,665380,-4.252382,55.861002,97,3,1,1,14-Jan-12,7,23:15:00,926,S12000043,6,0,2,30,3,2,6,0,0,5,4,1,1,0,0,1,2,
201297AB01402,259590,664800,-4.244739,55.855929,97,3,1,1,11-Feb-12,7,17:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,
201297AB01404,259390,665600,-4.248346,55.863053,97,3,2,1,12-Apr-12,5,14:20:00,926,S12000043,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,
201297AB01412,259540,665210,-4.245749,55.859595,97,3,1,1,06-Dec-12,5,00:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,
201297AB01507,259270,666250,-4.250599,55.868854,97,2,2,1,26-Jul-12,5,11:30:00,926,S12000043,3,804,6,30,6,2,6,0,0,4,1,1,1,0,0,1,2,
201297AB01510,260110,665560,-4.23683,55.862903,97,3,2,1,15-Oct-12,2,15:30:00,926,S12000043,3,8,3,30,9,4,6,0,0,5,1,1,1,0,0,1,1,
201297AB01512,258980,666380,-4.255297,55.869936,97,3,2,2,11-Dec-12,3,23:10:00,926,S12000043,6,0,3,30,9,2,3,804,0,5,4,1,4,0,0,1,1,
201297AB01601,259200,665460,-4.251307,55.861741,97,2,1,1,17-Jan-12,3,10:00:00,926,S12000043,6,0,2,30,7,2,6,0,0,5,1,1,2,0,0,1,1,
201297AB01602,258650,666510,-4.260635,55.871007,97,3,1,1,12-Feb-12,1,01:20:00,926,S12000043,3,81,1,30,1,4,6,0,0,4,4,1,2,0,0,1,1,
201297AB01605,258640,665420,-4.260226,55.861218,97,2,2,1,19-May-12,7,08:35:00,926,S12000043,6,0,2,30,9,2,6,0,0,5,1,1,1,0,0,1,1,
201297AB01609,258650,664880,-4.259785,55.856372,97,3,2,3,20-Sep-12,5,23:45:00,926,S12000043,3,77,2,30,3,2,3,814,0,4,4,1,2,0,0,1,1,
201297AB01610,258970,665520,-4.25501,55.862212,97,3,1,1,16-Oct-12,3,14:30:00,926,S12000043,6,0,6,30,6,2,6,0,0,5,1,1,2,0,0,1,1,
201297AB01611,259660,664900,-4.243673,55.856847,97,3,2,1,14-Nov-12,4,14:15:00,926,S12000043,3,8,6,30,6,2,6,0,0,5,1,1,2,0,0,1,1,
201297AB01710,258830,665770,-4.257375,55.864416,97,3,1,1,11-Oct-12,5,13:00:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
201297AB01803,258520,665350,-4.262105,55.860554,97,3,2,1,13-Mar-12,3,22:10:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,4,1,1,0,0,1,1,
201297AB01804,259140,665820,-4.252452,55.864955,97,3,1,1,14-Apr-12,7,12:20:00,926,S12000043,6,0,6,30,7,4,6,0,0,4,1,1,1,0,0,1,1,
201297AB01805,258840,665100,-4.256866,55.858403,97,3,1,1,19-May-12,7,21:55:00,926,S12000043,6,0,6,30,7,2,6,0,0,7,1,1,1,0,0,1,2,
201297AB01808,259100,665650,-4.253002,55.863417,97,3,1,1,15-Aug-12,4,16:05:00,926,S12000043,6,0,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1,
201297AB01809,258890,665540,-4.256297,55.862368,97,3,1,1,27-Sep-12,5,15:30:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,1,1,1,0,0,1,1,
201297AB01810,259220,665320,-4.250915,55.86049,97,3,2,1,09-Oct-12,3,11:30:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297AB01811,258810,664980,-4.257283,55.857317,97,3,1,3,16-Nov-12,6,15:30:00,926,S12000043,6,0,6,30,3,2,6,0,0,5,4,1,1,0,0,1,1,
201297AB01901,258720,665340,-4.258907,55.860523,97,3,1,1,21-Jan-12,7,23:05:00,926,S12000043,6,0,7,30,0,-1,-1,0,0,0,4,5,2,0,2,1,1,
201297AB01903,260270,666200,-4.234606,55.868696,97,3,2,1,14-Mar-12,4,11:06:00,926,S12000043,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,2,
201297AB01904,259150,665280,-4.252011,55.86011,97,3,1,1,15-Apr-12,1,03:50:00,926,S12000043,6,0,2,30,3,4,6,0,0,0,4,1,1,0,0,1,1,
201297AB01905,259310,664990,-4.249307,55.857553,97,2,1,1,21-May-12,2,11:30:00,926,S12000043,6,0,6,30,3,2,6,0,2,5,1,1,1,0,0,1,1,
201297AB01907,258360,665430,-4.264701,55.861225,97,3,2,2,31-Jul-12,3,14:20:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297AB01912,258430,665900,-4.263829,55.865465,97,3,1,1,15-Dec-12,7,00:30:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AB02001,260110,665640,-4.236872,55.863622,97,3,2,1,20-Jan-12,6,12:30:00,926,S12000043,3,803,9,30,9,2,-1,-1,0,5,1,2,2,0,0,1,1,
201297AB02002,258880,665540,-4.256457,55.862365,97,3,1,1,15-Feb-12,4,17:15:00,926,S12000043,6,0,2,30,6,4,6,0,0,5,4,1,1,0,0,1,1,
201297AB02011,258810,665620,-4.257616,55.863063,97,3,1,1,16-Nov-12,6,19:10:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,7,2,2,0,0,1,2,
201297AB02101,259560,665360,-4.245508,55.860948,97,3,1,1,21-Jan-12,7,00:01:00,926,S12000043,6,0,2,30,6,2,6,0,0,4,4,1,2,0,0,1,1,
201297AB02105,260120,665480,-4.236629,55.862188,97,3,3,3,23-May-12,4,18:00:00,926,S12000043,3,8,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,
201297AB02111,258890,665540,-4.256297,55.862368,97,2,2,1,18-Nov-12,1,02:00:00,926,S12000043,6,0,2,30,0,-1,-1,0,2,4,4,9,1,0,0,1,2,
201297AB02202,258940,665780,-4.255624,55.864538,97,3,1,1,17-Feb-12,6,11:00:00,926,S12000043,6,0,2,30,9,2,6,0,0,5,1,1,1,0,0,1,1,
201297AB02208,259180,665370,-4.251579,55.860927,97,3,1,1,17-Aug-12,6,22:55:00,926,S12000043,6,0,2,30,7,2,6,0,0,4,4,1,1,0,0,1,1,
201297AB02212,258660,666190,-4.260308,55.868137,97,3,2,1,10-Dec-12,2,16:15:00,926,S12000043,3,81,6,30,7,2,6,0,0,0,1,1,1,0,0,1,2,
201297AB02303,258840,665350,-4.256996,55.860648,97,2,1,1,09-Mar-12,6,16:30:00,926,S12000043,6,0,2,30,7,2,6,0,0,5,1,1,1,0,0,1,2,
201297AB02310,259190,665370,-4.251419,55.86093,97,3,1,1,16-Oct-12,3,13:50:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,1,1,1,0,0,1,2,
201297AB02406,258680,666410,-4.260103,55.870118,97,3,2,1,21-Jun-12,5,07:50:00,926,S12000043,3,81,9,30,7,2,3,804,0,4,1,2,2,3,0,1,1,
201297AB02411,259920,665280,-4.239719,55.860334,97,3,2,2,20-Nov-12,3,21:40:00,926,S12000043,6,0,3,30,6,2,3,8,2,4,4,2,2,0,0,1,1,
201297AB02501,259100,665660,-4.253007,55.863507,97,3,1,1,20-Jan-12,6,12:10:00,926,S12000043,6,0,2,30,9,2,-1,-1,0,4,1,9,2,0,0,1,2,
201297AB02503,258810,664880,-4.257231,55.856419,97,3,2,1,19-Mar-12,2,19:00:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,5,4,2,2,0,0,1,1,
201297AB02504,258790,664880,-4.25755,55.856413,97,3,2,1,19-Apr-12,5,18:50:00,926,S12000043,3,814,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1,
201297AB02509,258500,665640,-4.262576,55.863152,97,3,2,1,18-Sep-12,3,14:00:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,2,
201297AB02603,258950,664910,-4.255011,55.85673,97,3,1,1,02-Mar-12,6,11:30:00,926,S12000043,6,0,2,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297AB02606,259390,665610,-4.248351,55.863143,97,3,2,1,21-Jun-12,5,22:30:00,926,S12000043,6,0,6,30,9,2,-1,-1,0,4,4,2,2,0,0,1,1,
201297AB02612,258410,665290,-4.26383,55.859983,97,3,2,1,04-Dec-12,3,09:15:00,926,S12000043,6,0,3,30,5,4,6,0,0,0,1,1,4,0,0,1,2,
201297AB02708,259390,665900,-4.248502,55.865747,97,3,4,2,26-Aug-12,1,13:20:00,926,S12000043,6,0,3,30,3,2,6,0,0,4,1,1,1,0,0,1,1,
201297AB02710,258650,665480,-4.260097,55.861759,97,3,2,1,20-Oct-12,7,00:40:00,926,S12000043,6,0,2,30,6,4,6,0,0,5,4,1,1,0,0,1,1,
201297AB02806,259770,665060,-4.242,55.858316,97,3,2,1,23-Jun-12,7,13:45:00,926,S12000043,3,8,6,30,9,4,-1,-1,0,5,1,1,1,0,0,1,1,
201297AB02901,259310,665780,-4.249717,55.864646,97,3,1,1,25-Jan-12,4,14:05:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,2,2,4,0,1,1,
201297AB02905,259200,665810,-4.251488,55.864883,97,2,1,1,29-May-12,3,09:45:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297AB02912,258690,665120,-4.259271,55.858539,97,3,1,1,14-Dec-12,6,22:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297AB03008,258550,665870,-4.261897,55.865231,97,3,1,1,25-Sep-12,3,00:50:00,926,S12000043,6,0,2,30,3,2,6,0,0,4,4,2,2,0,0,1,1,
201297AB03012,259190,664840,-4.251144,55.856171,97,2,1,1,21-Dec-12,6,11:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AB03104,259310,665340,-4.249488,55.860695,97,2,1,1,22-Apr-12,1,20:15:00,926,S12000043,6,0,2,30,9,2,6,0,0,5,1,1,1,0,0,1,2,
201297AB03202,259530,666190,-4.246417,55.868391,97,3,2,1,27-Feb-12,2,15:15:00,926,S12000043,3,804,3,30,6,2,6,0,0,5,1,2,2,0,0,1,1,
201297AB03205,258840,665110,-4.256871,55.858493,97,3,2,1,31-May-12,5,07:30:00,926,S12000043,6,0,2,30,3,2,6,0,0,5,1,2,2,0,0,1,1,
201297AB03211,259340,665120,-4.248895,55.858729,97,2,1,1,23-Nov-12,6,23:45:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,
201297AB03212,258870,665440,-4.256564,55.861465,97,3,1,1,21-Dec-12,6,17:20:00,926,S12000043,6,0,6,30,6,2,6,0,0,4,4,1,1,0,0,1,2,
201297AB03301,259290,665430,-4.249854,55.861498,97,3,2,1,25-Jan-12,4,19:00:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,4,9,1,0,0,1,2,
201297AB03305,258780,665550,-4.258058,55.862426,97,3,2,1,31-May-12,5,17:10:00,926,S12000043,6,0,2,30,3,2,6,0,0,5,1,1,1,0,0,1,1,
201297AB03308,259020,666080,-4.254503,55.867254,97,3,1,2,24-Aug-12,6,21:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,
201297AB03310,259240,665270,-4.250569,55.860047,97,3,1,1,27-Oct-12,7,23:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,
201297AB03311,259050,665830,-4.253894,55.865019,97,3,2,2,24-Nov-12,7,22:30:00,926,S12000043,6,0,6,30,7,4,6,0,0,5,4,2,2,0,0,1,1,
201297AB03312,259300,665000,-4.249471,55.85764,97,3,1,1,21-Dec-12,6,21:00:00,926,S12000043,6,0,6,30,3,2,6,0,0,5,4,1,2,0,0,1,1,
201297AB03411,259240,665450,-4.250663,55.861663,97,3,1,1,25-Nov-12,1,01:55:00,926,S12000043,6,0,9,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,
201297AB03412,259280,665630,-4.250118,55.86329,97,3,2,1,21-Dec-12,6,20:15:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,4,4,1,2,0,0,1,1,
201297AB03506,257990,666010,-4.270912,55.866324,97,3,2,1,12-Jun-12,3,15:35:00,926,S12000043,6,0,3,30,7,2,3,804,0,0,1,1,1,0,0,1,1,
201297AB03602,259620,665060,-4.244394,55.858272,97,3,1,1,25-Feb-12,7,18:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AB03604,259340,665430,-4.249056,55.861512,97,3,2,1,27-Apr-12,6,23:56:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,4,1,1,0,0,1,1,
201297AB03612,258867,665471,-4.256628,55.861742,97,3,2,2,16-Dec-12,1,23:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,
201297AB03703,258580,665150,-4.261043,55.858776,97,3,2,1,29-Mar-12,5,21:10:00,926,S12000043,3,814,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,
201297AB03705,258820,665760,-4.257529,55.864323,97,3,1,1,25-May-12,6,12:30:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,5,1,1,1,0,6,1,1,
201297AB03805,259030,665760,-4.254177,55.864384,97,3,1,1,28-May-12,2,13:20:00,926,S12000043,6,0,6,30,9,2,6,0,0,4,1,1,1,0,0,1,2,
201297AB03810,258940,665780,-4.255624,55.864538,97,2,1,1,31-Oct-12,4,12:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,
201297AB03811,259600,664910,-4.244636,55.856919,97,3,1,1,26-Nov-12,2,14:30:00,926,S12000043,6,0,6,30,6,2,6,0,0,4,1,1,1,0,0,1,2,
201297AB03812,258000,665910,-4.270699,55.865429,97,3,1,1,22-Dec-12,7,16:45:00,926,S12000043,3,804,2,30,6,2,6,0,0,4,4,2,2,0,0,1,1,
201297AB03901,258650,665140,-4.25992,55.858707,97,3,2,1,27-Jan-12,6,01:40:00,926,S12000043,6,0,6,30,3,2,6,0,0,4,4,9,1,0,0,1,2,
201297AB04004,258940,665780,-4.255624,55.864538,97,3,1,1,29-Apr-12,1,01:00:00,926,S12000043,6,0,2,30,9,2,6,0,0,4,4,1,1,0,0,1,1,
201297AB04311,259440,666050,-4.247781,55.867108,97,3,1,1,28-Nov-12,4,16:50:00,926,S12000043,3,804,6,30,6,4,3,804,0,0,7,9,1,0,0,1,2,
201297AB04406,258540,665420,-4.261822,55.861188,97,3,2,1,08-Jun-12,6,08:00:00,926,S12000043,6,0,9,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297AB04512,258880,664840,-4.256092,55.856081,97,3,2,1,20-Dec-12,5,15:15:00,926,S12000043,6,0,6,30,3,2,6,0,0,0,1,2,2,0,0,1,2,
201297AB04704,259100,665050,-4.25269,55.85803,97,3,1,1,21-Apr-12,7,18:10:00,926,S12000043,6,0,2,30,9,2,6,0,0,4,1,1,1,0,0,1,1,
201297AB04811,259307,664986,-4.249352,55.857516,97,3,1,1,17-Nov-12,7,17:10:00,926,S12000043,6,0,6,30,6,2,6,0,0,4,4,2,2,0,0,1,2,
201297AB70101,259770,666310,-4.242647,55.869538,97,3,2,1,04-Jan-12,4,17:15:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,5,2,0,0,1,1,
201297AB70102,260540,665900,-4.23014,55.866081,97,3,4,1,01-Feb-12,4,07:40:00,926,S12000043,1,8,3,50,5,4,6,0,0,0,1,1,1,0,0,1,1,
201297AB70103,259080,664830,-4.252895,55.856049,97,2,1,1,21-Mar-12,4,15:20:00,926,S12000043,6,0,2,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297AB70104,258650,665090,-4.259894,55.858258,97,2,1,1,09-Apr-12,2,18:55:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297AB70108,260290,666000,-4.234184,55.866906,97,3,1,1,05-Aug-12,1,17:42:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AB70110,259300,666400,-4.250198,55.870209,97,2,3,2,21-Oct-12,1,20:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297AB70112,258770,664890,-4.257874,55.856497,97,3,3,2,02-Dec-12,1,11:05:00,926,S12000043,3,814,6,30,6,2,6,0,0,5,1,1,2,0,0,1,2,
201297AB70201,259870,666260,-4.241024,55.869118,97,3,6,1,10-Jan-12,3,07:30:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AB70203,259090,666430,-4.253567,55.870417,97,3,4,1,26-Mar-12,2,16:55:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AB70401,259490,666350,-4.247138,55.869816,97,3,2,4,12-Jan-12,5,18:50:00,926,S12000043,1,8,7,70,7,2,3,804,0,5,4,1,2,0,0,1,1,
201297AB70708,259030,665760,-4.254177,55.864384,97,3,1,1,31-Aug-12,6,21:55:00,926,S12000043,6,0,6,30,9,2,6,0,0,4,4,1,1,0,0,1,1,
201297AC00102,256710,666230,-4.291464,55.86792,97,3,4,1,01-Feb-12,4,09:45:00,926,S12000043,6,0,6,30,9,2,6,0,0,0,1,1,1,0,0,1,1,
201297AC00106,257290,665090,-4.281603,55.857857,97,3,2,1,05-Jun-12,3,12:00:00,926,S12000043,3,814,6,30,6,2,3,814,0,5,1,1,1,0,0,1,1,
201297AC00107,257950,665860,-4.271472,55.864965,97,3,2,1,02-Jul-12,2,14:00:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,1,2,2,0,0,1,1,
201297AC00111,257940,666010,-4.27171,55.866309,97,3,1,1,01-Nov-12,5,17:15:00,926,S12000043,6,0,6,30,9,2,3,804,0,4,4,2,2,0,0,1,2,
201297AC00206,258010,664950,-4.270037,55.856813,97,3,2,1,03-Jun-12,1,16:14:00,926,S12000043,3,814,6,30,3,2,6,0,0,0,1,1,1,0,0,1,1,
201297AC00209,258420,665650,-4.263858,55.863218,97,3,2,1,05-Sep-12,4,19:30:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297AC00303,257040,665550,-4.285837,55.861913,97,3,1,1,07-Mar-12,4,00:01:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,4,5,2,0,0,1,1,
201297AC00305,257650,666050,-4.276361,55.866582,97,3,2,1,03-May-12,5,19:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297AC00307,256960,665970,-4.287335,55.86566,97,3,1,1,04-Jul-12,4,19:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,8,2,0,0,1,1,
201297AC00403,258360,666360,-4.265187,55.869575,97,3,2,1,07-Mar-12,4,09:00:00,926,S12000043,1,8,3,60,0,-1,-1,0,0,0,1,1,2,0,0,1,2,
201297AC00405,256680,666260,-4.291959,55.86818,97,3,2,2,06-May-12,1,16:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC00406,257280,665080,-4.281758,55.857764,97,3,2,1,12-Jun-12,3,16:00:00,926,S12000043,6,0,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,
201297AC00408,257940,666010,-4.27171,55.866309,97,3,2,1,17-Aug-12,6,08:15:00,926,S12000043,3,804,7,30,5,4,6,0,0,0,1,2,2,0,0,1,1,
201297AC00412,257160,665860,-4.284084,55.864732,97,3,1,2,10-Dec-12,2,20:35:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,4,0,0,1,1,
201297AC00503,256790,666090,-4.290113,55.866687,97,3,2,1,05-Mar-12,2,17:15:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297AC00504,258400,665180,-4.263932,55.858992,97,3,1,1,08-Apr-12,1,01:00:00,926,S12000043,3,814,2,30,3,2,3,814,0,5,4,1,1,0,0,1,1,
201297AC00505,256640,666330,-4.292635,55.868797,97,2,1,1,07-May-12,2,12:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC00507,257710,666430,-4.275603,55.870012,97,3,2,1,05-Jul-12,5,13:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC00508,257390,665960,-4.280465,55.865697,97,3,2,1,12-Aug-12,1,00:25:00,926,S12000043,6,0,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,
201297AC00601,258250,665850,-4.266677,55.864964,97,3,1,1,15-Jan-12,1,03:40:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,4,1,1,0,0,1,1,
201297AC00604,257930,666200,-4.271969,55.868012,97,3,1,1,09-Apr-12,2,00:05:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297AC00609,258400,665560,-4.26413,55.862404,97,3,2,1,08-Sep-12,7,23:40:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,4,1,1,0,0,1,1,
201297AC00611,258000,665690,-4.270584,55.863454,97,2,2,1,12-Nov-12,2,18:50:00,926,S12000043,1,8,3,50,5,4,3,804,0,0,4,2,2,0,0,1,1,
201297AC00704,257300,665160,-4.281481,55.858489,97,3,2,1,10-Apr-12,3,17:15:00,926,S12000043,6,0,6,30,3,4,3,814,0,0,1,1,2,0,0,1,2,
201297AC00709,257310,665770,-4.281642,55.863968,97,3,1,1,10-Sep-12,2,18:40:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,1,2,2,0,6,1,1,
201297AC00710,257790,665350,-4.273758,55.860339,97,3,3,1,16-Oct-12,3,07:50:00,926,S12000043,3,814,3,50,5,4,1,8,0,0,1,2,2,0,0,1,1,
201297AC00711,258360,666250,-4.265129,55.868587,97,3,2,1,14-Nov-12,4,22:35:00,926,S12000043,6,0,3,30,9,4,-1,-1,0,0,4,1,2,0,0,1,1,
201297AC00801,258730,666100,-4.259143,55.867349,97,3,2,2,16-Jan-12,2,13:40:00,926,S12000043,6,0,9,30,7,2,6,0,0,7,1,8,2,0,0,1,1,
201297AC00805,256530,665670,-4.294042,55.862839,97,3,1,1,22-May-12,3,06:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,1,0,1,1,
201297AC00810,258130,665620,-4.268472,55.862863,97,3,2,1,16-Oct-12,3,13:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
201297AC00811,257490,665590,-4.278674,55.862405,97,3,2,1,15-Nov-12,5,18:10:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,2,3,0,1,1,
201297AC00812,258080,665880,-4.269406,55.865183,97,3,1,1,09-Dec-12,1,00:35:00,926,S12000043,6,0,2,30,6,2,3,804,0,5,4,1,2,0,0,1,1,
201297AC00904,256920,665570,-4.287763,55.862057,97,2,2,1,05-Apr-12,5,08:51:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297AC00907,257030,665520,-4.28598,55.861641,97,3,1,2,11-Jul-12,4,12:35:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AC00910,258260,665510,-4.266339,55.861914,97,3,2,2,08-Oct-12,2,17:40:00,926,S12000043,1,8,7,70,3,2,6,0,0,5,1,1,1,0,0,1,2,
201297AC00911,258320,665580,-4.265418,55.86256,97,3,3,1,16-Nov-12,6,23:45:00,926,S12000043,6,0,2,30,3,2,6,0,0,4,4,2,2,0,0,1,2,
201297AC00912,258410,665660,-4.264023,55.863305,97,3,2,1,13-Dec-12,5,08:50:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,1,1,2,0,0,1,1,
201297AC01002,258580,665780,-4.261371,55.864432,97,3,2,1,08-Feb-12,4,14:30:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297AC01012,257330,665770,-4.281323,55.863974,97,3,2,1,13-Dec-12,5,17:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,
201297AC01112,258310,666100,-4.265849,55.867226,97,3,1,1,16-Dec-12,1,14:40:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC01206,258030,665280,-4.26989,55.859781,97,3,1,1,02-Jun-12,7,23:15:00,926,S12000043,6,0,3,30,9,2,3,814,0,7,5,1,1,1,0,1,1,
201297AC01207,257200,665940,-4.283488,55.865462,97,3,1,1,11-Jul-12,4,10:00:00,926,S12000043,6,0,6,30,6,4,6,0,0,1,1,5,2,0,0,1,2,
201297AC01208,258430,665360,-4.263547,55.860617,97,3,2,1,24-Aug-12,6,11:05:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297AC01304,257400,665710,-4.280174,55.863456,97,3,2,1,14-Apr-12,7,00:05:00,926,S12000043,6,0,6,30,3,2,6,0,0,4,4,1,1,0,0,1,1,
201297AC01306,256010,666040,-4.30254,55.866005,97,3,1,1,23-Jun-12,7,09:30:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
